250;16;10;
9.047792;0.0;0.042129457;0.1213035;0.83791953;0.7434613;0.42052802;0.94377005;-0.13149264;0.0012466214;-0.1926261;-0.0015214854;-0.30243164;0.08812548;-0.020652685;0.17040996;0;
8.142684;0.0;-0.17752403;-0.12882957;0.31296578;-0.8336322;0.18629201;0.4952063;0.27517113;0.11741587;-0.11068241;-0.07840794;-0.19608152;0.18906808;-0.24069035;0.28263965;0;
6.897279;0.0;-0.25075194;0.6861703;0.22908309;-0.60745233;-0.10223979;-0.4559601;0.4074647;0.30284056;-0.048367806;0.104248695;-0.29349208;0.24583961;0.1070839;-0.33859968;0;
7.5666347;0.0;0.060775638;-0.21250947;-1.0435903;-0.23111053;-0.06220637;0.6735487;-0.25426996;0.038901694;0.17162558;0.010390176;-0.17788061;6.807713E-4;0.06881913;-0.05423526;0;
6.3739076;0.0;0.16346565;0.2016884;-0.34454778;-0.28504094;-0.42129257;0.18202312;0.025407454;-0.32546937;-0.18811949;-0.16510561;0.049653113;-0.03742055;-0.1185494;0.15734851;0;
7.5479136;0.0;-0.29652548;0.24164508;-0.58215237;0.13990645;-0.3097939;-0.5083045;-0.24263711;0.21957725;-0.13069451;-0.14294143;-0.25137195;0.09179614;0.045480397;0.18821304;0;
7.946055;0.0;-0.36753035;-0.10122418;0.5667599;-1.1500479;-0.050693553;0.7811575;0.03132188;-0.11776371;0.2278057;0.2064317;-0.3270061;-0.12157941;0.21371302;-0.028917912;0;
6.227477;0.0;-0.37722284;0.10007225;0.54924136;-0.46511734;-0.16101259;0.53487796;-0.0020254536;0.053194314;0.09959236;-0.16418874;0.018832756;-0.13774727;-0.025639573;-0.03865012;0;
7.017236;0.0;-0.07880744;0.7626905;-1.5620891;-0.1900315;0.25692332;-1.1077629;0.31358248;0.43151918;-0.45624283;0.15313141;-0.20267513;-0.59886456;0.37385684;-0.06613345;0;
17.15998;0.0;0.97987425;3.2904685;-4.0747786;3.586661;-4.89945;-1.8312513;-0.8870565;-3.1703625;1.9691958;-2.0643358;2.5729823;1.1184225;0.27517602;1.9437072;0;
10.066417;0.0;-0.4053812;-0.686717;-1.1502262;1.9186528;1.8525906;0.33896244;-0.30580148;-0.84254324;-0.7230393;0.55833983;0.7944704;0.3261441;-0.15560044;-0.50604886;0;
7.041183;0.0;-0.26641932;0.25350636;-0.3692;-0.7806634;-0.40793636;-0.02183586;0.26584744;-0.13138424;0.025774991;-0.020208778;-0.033830356;0.20687027;-0.20169106;0.05687815;0;
12.852577;0.0;-0.3585799;2.0386872;-3.6501155;-0.733894;1.3681527;-3.195955;1.6912992;0.7925809;-0.97854364;0.9525388;-0.70860153;-1.1718348;0.74501806;-0.8707683;0;
7.8116326;0.0;-0.5725943;-0.09971573;-1.0760599;-0.6387647;-0.34574425;0.7639063;0.5037604;-0.22686844;-0.16062477;-0.43833303;-0.31510296;-0.104637854;0.00930103;0.48051503;0;
9.342844;0.0;0.60436565;0.03449496;1.6677877;-1.2215018;1.1638381;-1.4334352;0.5476838;-0.5993365;0.29630172;-0.8067411;0.01609136;-0.78020585;0.07242394;-0.7132871;0;
