250;8;10;
9.371091;0.0;0.23069108;0.10254989;0.8279891;0.7718709;0.31878838;1.0620208;0;
8.584344;0.0;-0.342946;-0.09963574;0.33100626;-1.0184904;0.27209413;0.77884185;0;
7.0984955;0.0;-0.17653634;0.68434733;0.25916615;-0.42159742;-0.07375358;-0.59392244;0;
7.8409905;0.0;0.36564198;-0.27407527;-1.1322916;-0.31569582;-0.44138452;0.8108481;0;
6.3760905;0.0;0.024207868;0.3303722;-0.36984697;-0.29172018;-0.37451932;0.19803664;0;
7.7453747;0.0;-0.3116243;0.42752504;-0.7230494;0.28389007;-0.40423322;-0.6863571;0;
8.163479;0.0;-0.5240599;-0.1150958;0.6226999;-1.1223994;-0.047270548;0.693714;0;
6.321751;0.0;-0.30979192;0.11306884;0.5272608;-0.48018956;-0.16689104;0.5598434;0;
8.640979;0.0;-0.06596105;1.4357597;-2.5276947;0.33824602;-0.33062145;-2.2967095;0;
21.255302;0.0;3.023463;3.2214556;-0.8037389;6.453473;-4.404129;4.0298386;0;
11.699308;0.0;-0.491455;-1.2696191;-2.647879;1.8355424;2.272642;2.0613163;0;
7.237033;0.0;-0.22006285;0.09089243;-0.45290855;-0.86384875;-0.4767548;0.06586072;0;
18.979553;0.0;1.6382216;3.6541288;-4.2457304;4.76156;-4.5184155;-2.8567157;0;
8.4971695;0.0;-0.587269;-0.48867124;-1.5193835;-0.73348504;-0.60754794;1.1165704;0;
13.276684;0.0;1.7016586;-0.7118561;2.3811498;-3.0933738;0.7402955;-3.3846464;0;
8.0591;0.0;0.21831182;0.78394353;-2.1208718;0.018035507;-0.06955721;-1.804476;0;
6.097108;0.0;0.13055365;0.055478245;-0.15414645;-0.45919347;-0.54759717;-0.14816089;0;
12.608242;0.0;0.5618619;1.2418975;-0.35686976;3.3945093;-2.6319685;2.3778276;0;
8.242176;0.0;-0.49755144;0.16035244;-0.95145637;-0.07579311;-0.22560316;-0.61409956;0;
7.317192;0.0;-0.013479327;-0.06859249;-0.7430763;-0.67681366;0.20804313;-0.35792112;0;
6.969956;0.0;0.35555172;0.29614976;-0.915564;0.24764183;0.040193513;0.23559451;0;
7.2970843;0.0;0.13245912;-0.30945632;0.8527063;0.67311484;0.03021943;-0.4561753;0;
8.348396;0.0;0.3216172;0.35580215;0.2258573;-1.0367589;-0.5792657;-0.6736751;0;
6.1456203;0.0;-0.15502627;-0.13125516;-0.084175274;0.6612049;0.59754676;-0.21807538;0;
8.705477;0.0;0.07986259;0.0334631;0.0246366;1.0949944;0.30463165;-0.62452996;0;
18.741219;0.0;-0.23221284;-0.016571801;1.5979353;0.8221322;-1.1435319;-0.31850314;1;
20.425503;0.0;-0.27390927;0.67203414;1.3442101;1.4549851;0.56815237;1.7678546;1;
23.055305;0.0;0.4666754;-0.6070823;-2.5817258;-0.12138141;0.520366;-2.3159406;1;
22.355755;0.0;0.54837906;-0.30813506;-2.2619898;-0.43033504;-0.60845363;-1.7404463;1;
21.385729;0.0;0.7879652;-0.12814614;-2.0313277;-0.097967505;-0.57089806;1.9722058;1;
21.847666;0.0;0.14582554;-0.52287775;-2.113525;-0.66911197;0.5766415;-2.063731;1;
23.702953;0.0;-0.17301223;-0.0322565;-1.7587204;2.3867836;2.265937;1.1756738;1;
22.315134;0.0;-0.15466982;-0.4997303;2.0624144;1.2144668;1.3178613;1.871441;1;
20.434675;0.0;-0.1263469;1.1662257;-1.4306549;1.7418116;2.2582924;0.23747166;1;
18.083452;0.0;0.30133718;-0.36080018;-1.8900461;-0.4523537;0.7529519;-1.440857;1;
23.999306;0.0;0.59426683;-0.8210187;-1.0873435;-1.8808511;2.3863163;-0.49026006;1;
20.971054;0.0;-0.26462415;0.8946349;-1.5863309;0.9675447;1.8506753;1.2614986;1;
20.995472;0.0;0.14831664;0.5152955;2.0744593;-0.7719175;-2.342536;1.253842;1;
17.350508;0.0;0.5475553;0.66462106;-1.3011935;0.061378013;-0.9682152;1.7882833;1;
18.183361;0.0;0.27908236;0.5165145;-1.5276861;-0.30361107;-0.84131056;1.7747382;1;
21.874447;0.0;0.2817165;1.2635174;-2.2573633;-1.1312621;-1.4153508;1.3266058;1;
17.3215;0.0;-0.44221702;-0.16744016;1.5985606;1.0923243;0.53095895;1.747804;1;
19.717297;0.0;-0.14284949;-0.2616837;1.250622;-1.0490323;0.90785563;-2.4457521;1;
23.739777;0.0;-1.2004318;-8.5445767E-4;2.0146456;2.68032;0.11661868;1.8294793;1;
19.027765;0.0;-0.13301992;0.48987305;-1.9106234;1.0737166;1.452249;1.0707264;1;
20.464916;0.0;0.25051552;-0.10307562;-1.5342003;-0.26484263;0.5707145;-2.3873591;1;
22.869741;0.0;0.43310025;-0.6787667;-0.035884824;-2.7273016;2.3292615;0.5504794;1;
19.930304;0.0;-0.47667852;-0.35383272;-1.7428008;-1.3718445;1.96577;-1.0555521;1;
20.15667;0.0;-0.47183657;0.5197187;-0.14170183;-2.5679607;-2.0188515;-0.496837;1;
17.839226;0.0;0.34238726;-0.32749298;0.32725963;1.5136334;1.2260417;-1.3742564;1;
27.599842;0.0;-1.657664;-1.9394577;-2.7553723;5.5273685;4.396233;0.26021066;2;
25.54959;0.0;0.63541895;-1.7922052;-4.498324;-4.1819477;-3.6223884;1.9484733;2;
22.100182;0.0;0.3472508;-1.6456952;-5.476387;-0.718081;-0.70116353;3.6499794;2;
21.838112;0.0;0.5618717;-1.5386659;-5.4134746;-1.0584475;-1.0892639;3.8077724;2;
24.329842;0.0;-0.0585542;1.9564953;-5.034241;3.5420828;-3.4425259;-2.1979291;2;
24.354948;0.0;0.5007501;-0.9969104;-6.103673;-1.6435218;-1.1116692;2.7799323;2;
20.693619;0.0;0.026967814;1.4666524;-4.50889;2.8583736;-2.6643744;-1.9978936;2;
23.729301;0.0;-1.4239471;-1.2902999;-3.0354893;5.1530294;3.7276611;0.1472444;2;
19.713514;0.0;0.31065714;0.8854069;-5.1744676;0.49189165;-0.19940023;-2.2872453;2;
27.750397;0.0;-0.7373616;1.9344714;-4.712744;-0.74269193;0.5374026;-2.7186415;2;
23.262589;0.0;-0.07775294;0.7036201;-6.2421007;0.33426565;-0.0761163;-2.020874;2;
26.003794;0.0;-0.93884546;1.9686954;-4.6609235;-1.6449924;1.1820797;-3.2578416;2;
22.687067;0.0;-0.94057715;-0.21077016;0.16065283;5.468892;0.93514824;-1.0265381;2;
24.678251;0.0;-0.12619288;-0.95155305;-5.0118036;-2.892479;-2.0472355;1.7739936;2;
21.63449;0.0;0.32873252;0.04697876;-2.9552603;4.814964;-1.2927583;0.002567052;2;
23.32295;0.0;-1.0175399;0.74901557;-2.0342062;-5.2726746;2.386115;0.59648186;2;
