250;10;10;
9.414482;0.23760039;0.77672046;0.08584697;0.05837402;-0.039647415;-0.12871663;-0.03709155;0.10449792;0.18521978;0;
9.212503;-0.6998304;0.74679595;0.35002005;-0.15900455;0.43432203;-0.7577004;0.70926195;-0.2503216;-0.0888064;0;
7.053389;0.012253644;0.17952812;-0.14552312;0.3076372;0.10898152;-0.343293;0.052976698;-0.03267518;0.070165806;0;
8.545642;0.49080184;-1.5757246;-1.0342984;0.21553926;0.72024995;0.39919573;-0.5796223;-0.61780435;0.05327147;0;
6.3802466;0.01955464;-0.42854932;-0.3437634;-0.13320011;-0.25194243;-0.07320871;0.16301529;0.10592212;-0.14499313;0;
8.032533;-0.22386903;-0.99636793;-0.6114892;0.041847628;0.22150624;-0.34010032;-0.27511364;0.07403127;0.5300648;0;
8.572768;-0.6258115;0.9002241;-0.14317267;0.027897837;0.39487106;-0.6267488;0.52725786;-0.59962237;0.3781263;0;
6.4562016;-0.38589808;0.79418796;-0.44434783;0.17652224;-0.021005841;0.16181184;-0.13451235;0.19054312;-0.15946698;0;
10.592015;0.35708955;-2.9986691;-1.8872283;1.8803772;1.6103747;-0.47425136;-1.0380585;-0.04249766;0.65415937;0;
26.603645;3.7994044;0.3295592;-2.37957;-0.8170982;-1.2018992;-1.17924;-1.1034719;-1.7971065;-0.2560464;0;
14.460398;0.54596174;-4.499659;-1.4577391;2.6099198;1.6137389;-1.2775096;-0.79420877;-0.12832706;0.59182984;0;
7.6016207;-0.13841331;-0.63684374;-0.7432707;0.24314287;0.20889065;0.2011218;-0.24077672;-0.2386294;-0.016542839;0;
23.901794;2.8750606;-2.9469934;-3.5001225;1.3560702;2.3679535;-0.16651584;-0.23956878;0.0932639;0.17275181;0;
10.419803;0.24512848;-1.6578029;-1.6601506;1.2513571;1.9372493;0.8863826;-0.74158233;-0.6973138;0.7116482;0;
16.888084;1.9851147;1.1001378;-1.5471381;-2.3297675;-0.4977566;1.0287648;0.9176428;-0.5294648;-1.2579414;0;
9.125109;0.32515708;-2.8062994;-0.7802755;1.5418216;1.2785066;-0.88098794;-1.4189998;0.32839173;1.0103346;0;
6.103948;0.054884687;-0.17560226;-0.49503797;0.17671691;0.0031723687;0.17889069;-0.18055625;-0.13593663;-0.05425717;0;
16.055943;2.1706052;2.6359344;-0.34907585;-1.9213166;-2.5424173;-2.451095;-2.20296;-1.0428276;-0.47899714;0;
8.248595;-0.5337169;-0.9940089;-0.1825709;-0.036350388;0.008257141;-0.3496527;0.01323775;0.22077195;0.058571536;0;
7.2031636;-0.13122706;-0.56000465;0.376241;0.044271782;-0.10675525;0.1846591;0.18181816;0.02790554;0.048205208;0;
7.36148;0.8492697;-0.48519224;0.31529602;0.06792957;0.31806597;0.27793887;0.42948055;0.59263986;0.35533586;0;
7.114682;0.09716744;1.0083818;-0.15391636;-0.032195397;0.1595303;0.12738442;0.27925292;0.13064225;0.4189278;0;
8.7401;0.40645233;0.5529415;-0.40761775;0.021759165;-0.53907025;-0.5956854;-0.5878855;-0.016798919;0.0708351;0;
6.313027;-0.27896926;-0.17799842;0.69713324;0.11980009;0.12981077;0.18695815;0.013052521;0.09775329;0.04456476;0;
9.0135975;-0.1313542;0.09902795;0.4211588;-0.08592702;0.358745;-0.4788569;0.50337094;0.104374275;-0.14729328;0;
18.746132;-0.037366804;1.5276439;-1.3994737;-0.94947785;-0.3610515;0.6420922;0.5836137;-0.35831994;-1.2751462;1;
21.076174;0.0024224492;0.87115586;-0.23423748;1.0373136;-0.5214094;-0.87133145;0.5809341;-0.2461106;1.0440729;1;
23.422812;0.62280434;-2.5950236;0.20123799;-2.111903;-1.8644779;1.1388783;0.010525814;-0.15320204;0.05449888;1;
22.589546;0.5673198;-2.3348827;-0.6543342;-2.2743948;0.6414571;-0.12148782;0.21433155;-0.066006385;0.547616;1;
21.904716;0.377825;-1.6675065;-1.105386;-1.3891544;0.050970543;0.23661351;0.5315924;-0.5572253;1.30389;1;
21.828075;0.20535456;-2.1623247;0.5863165;-1.681613;-1.4274591;1.0076355;0.03928758;0.90503526;-0.27682146;1;
