250;12;10;
9.424573;-0.03035923;0.95150894;0.28208914;0.14935595;-0.021000851;-0.2195359;0.02151598;0.31089267;-0.17043981;-0.0538994;-0.068199;0;
8.386822;-0.19963668;0.45147118;0.048070367;-0.10589982;0.27295128;-0.38710198;-0.292479;-0.3379578;-0.4584255;0.34686828;-0.025058368;0;
7.200488;-0.3101929;0.32194573;0.13677841;0.22091079;-0.1772054;-0.14432636;0.2941249;-0.15948953;0.0054250583;-0.14424495;0.050711874;0;
8.018534;0.123600625;-1.2070038;-0.13421702;0.106664024;0.07703874;-0.45896253;-0.024744669;0.14752515;0.24063167;-0.24806964;-0.2671968;0;
6.8511705;-0.035209637;-0.64184314;-0.36133704;-0.08533928;-0.18338124;0.08801285;0.14216612;-0.15749377;-0.057341356;-0.035730466;0.15503393;0;
7.78907;-0.2928575;-0.6582317;-0.27529776;-0.18291873;-0.15610504;-0.27165833;0.22661562;-0.051480785;0.18388304;0.219156;-0.1814926;0;
8.295453;-0.5042943;0.535172;-0.06698333;-0.32591522;0.3955424;-0.47520384;0.27300546;0.06229873;-0.0312069;0.36134672;-0.25052062;0;
6.6562448;-0.054686517;0.40341958;-0.040094223;-0.27601013;-0.010063352;0.1868907;-0.0034329826;0.3207972;-0.10362099;0.04843014;-0.024223885;0;
8.8054085;1.0280893;-2.2971654;-1.6356355;0.5175362;1.5813934;0.20244049;-1.260366;-0.6387631;0.61308277;0.57692105;-0.28965166;0;
20.595636;2.914798;-1.9632354;-5.424719;-3.9799225;-1.4329321;0.23346634;0.75988334;-0.24358378;1.5168924;1.4793857;0.12277724;0;
11.892807;-0.9438259;-2.468748;2.7960303;-0.4658421;-1.1110077;1.1671827;0.1671943;-0.6727008;-0.20000575;0.17675135;0.53307533;0;
7.426279;-0.2902385;-0.47397736;-0.48775318;0.41291356;0.22131579;0.06685165;-0.275671;-0.09632801;-0.0046556587;-0.033441033;-0.17113908;0;
17.653372;1.4053602;-4.88394;-2.0229778;2.438716;1.0977836;-1.8291365;-1.7017528;0.15991074;0.4247686;-0.33705375;0.026656482;0;
8.502044;-1.0594532;-1.8459136;0.26577872;0.87372506;-0.5527877;-0.91335285;0.7987835;0.74952763;-0.62431514;-0.715213;0.64553016;0;
11.478463;0.9522638;2.4773695;1.4092289;-0.24205919;-0.9637133;-1.16059;-1.2427136;-0.8476048;-0.4895131;0.12735495;0.48299703;0;
8.426427;0.049809787;-2.1427982;-0.2790076;0.9964309;0.9047406;-0.82085687;-0.9144387;0.3872096;0.4408028;-0.031465583;-0.23744601;0;
6.549159;0.06872942;-0.62610734;-0.5104359;0.04576537;0.2846789;-0.1523749;0.05409266;-0.16757339;0.03295758;0.033631213;-0.09463105;0;
12.346546;0.8217671;-0.03768843;-2.0210674;-1.6589967;-1.5073932;-0.6293566;0.37642217;1.4557661;1.1575124;0.6532422;0.017570317;0;
8.1114435;-0.6519395;-0.92208284;0.14943053;-0.28603342;-0.4085742;-0.22331856;0.4331444;0.066302836;-0.1853756;0.15872572;0.11116455;0;
