250;4;10;
9.424573;-0.03035923;0.95150894;0.28208914;0;
8.386822;-0.19963668;0.45147118;0.048070367;0;
7.200488;-0.3101929;0.32194573;0.13677841;0;
8.018534;0.123600625;-1.2070038;-0.13421702;0;
6.8511705;-0.035209637;-0.64184314;-0.36133704;0;
7.78907;-0.2928575;-0.6582317;-0.27529776;0;
8.295453;-0.5042943;0.535172;-0.06698333;0;
6.6562448;-0.054686517;0.40341958;-0.040094223;0;
8.8054085;1.0280893;-2.2971654;-1.6356355;0;
20.595636;2.914798;-1.9632354;-5.424719;0;
11.892807;-0.9438259;-2.468748;2.7960303;0;
7.426279;-0.2902385;-0.47397736;-0.48775318;0;
17.653372;1.4053602;-4.88394;-2.0229778;0;
8.502044;-1.0594532;-1.8459136;0.26577872;0;
11.478463;0.9522638;2.4773695;1.4092289;0;
8.426427;0.049809787;-2.1427982;-0.2790076;0;
6.549159;0.06872942;-0.62610734;-0.5104359;0;
12.346546;0.8217671;-0.03768843;-2.0210674;0;
8.1114435;-0.6519395;-0.92208284;0.14943053;0;
7.5057154;0.14438605;-0.7810996;0.3083189;0;
7.0074983;0.02918023;-0.8005518;0.09072819;0;
7.4084888;0.06276375;0.8220552;-0.2624564;0;
8.283857;0.13566136;0.34593427;-0.49512845;0;
6.75259;-0.1666476;-0.17461233;0.46706092;0;
8.749841;0.028233867;0.39676678;-0.10232746;0;
16.713247;0.0070566195;2.2156837;-1.2355185;1;
18.86743;-0.19410898;1.9081361;0.26256433;1;
22.43732;0.6069792;-2.5720127;0.68019444;1;
21.651402;0.5487778;-1.8778595;-1.058277;1;
19.542578;0.2556121;-2.8473654;-0.6780246;1;
19.445383;0.100039534;-2.6646411;0.36493668;1;
22.588558;0.01735955;-1.7103729;2.3999844;1;
21.897392;-0.745078;2.3639793;1.4890362;1;
21.664312;0.63265723;-1.7726923;1.5355113;1;
17.621925;0.62908125;-1.8859946;0.3680227;1;
25.582335;0.26294056;-1.2310774;1.5544069;1;
20.937996;0.19065751;-1.8838799;1.3607149;1;
20.704683;0.46534243;2.470052;-1.9652439;1;
17.419048;0.45783347;-1.783788;-0.64117545;1;
17.26111;0.053904757;-1.8727839;-1.3386725;1;
21.676025;-0.49632293;-2.3283186;-1.4578607;1;
16.527191;-0.53578407;1.8036948;0.5285994;1;
18.98281;-1.1709906;1.9711914;0.71794677;1;
23.787754;-1.3064394;1.8819865;-0.34785303;1;
18.119278;-0.19681367;-1.6325055;2.0473964;1;
20.799911;0.44702378;-2.06718;0.63800055;1;
23.33642;0.899021;-0.9091212;1.4638276;1;
19.093988;-0.3418419;-1.5998244;1.736391;1;
19.12453;-0.5032569;0.22626592;-2.279049;1;
16.988842;0.2588605;0.32507858;1.405388;1;
